as_of_date,team_code,scorer,goals_weighted,share
2026-06-01,AUS,Paul Trimboli,0.0008077237,0.0000238558
2026-06-01,AUS,Aurelio Vidmar,0.0007918669,0.0000233875
2026-06-01,AUS,Clayton Zane,0.0007276874,0.0000214920
2026-06-01,AUS,Jason Culina,0.0007033294,0.0000207726
2026-06-01,AUS,Tony Vidmar,0.0006652746,0.0000196487
2026-06-01,AUS,Craig Foster,0.0006488713,0.0000191642
2026-06-01,AUS,Con Boutsianis,0.0006034692,0.0000178233
2026-06-01,AUS,Kris Trajanovski,0.0004712869,0.0000139193
2026-06-01,AUS,Shaun Murphy,0.0004325624,0.0000127756
2026-06-01,AUS,Fausto De Amicis,0.0003843696,0.0000113522
2026-06-01,AUS,Paul Agostino,0.0003409891,0.0000100710
2026-06-01,AUS,Hayden Foxe,0.0003030386,0.0000089501
2026-06-01,AUS,Simon Colosimo,0.0003018791,0.0000089159
2026-06-01,AUS,Steve Corica,0.0002650371,0.0000078278
2026-06-01,AUS,Ante Juric,0.0002334300,0.0000068943
2026-06-01,AUS,Angelo Costanzo,0.0002329831,0.0000068811
2026-06-01,AUS,Steve Horvat,0.0002329831,0.0000068811
2026-06-01,AUS,Ernie Tapai,0.0001505878,0.0000044476
2026-06-01,AUS,Graham Arnold,0.0001363369,0.0000040267
2026-06-01,AUS,Brad Maloney,0.0001242989,0.0000036711
2026-06-01,AUS,Pablo Cardozo,0.0001140995,0.0000033699
2026-06-01,AUS,Danny Tiatto,0.0001136630,0.0000033570
2026-06-01,AUS,Carl Veart,0.0001021609,0.0000030173
2026-06-01,AUS,Ned Zelić,0.0000898686,0.0000026542
2026-06-01,AUS,Alvin Ceccoli,0.0000621495,0.0000018356
2026-06-01,AUS,Troy Halpin,0.0000621495,0.0000018356
2026-06-01,AUS,Robbie Slater,0.0000396893,0.0000011722
2026-06-01,AUS,Matthew Bingley,0.0000395375,0.0000011677
2026-06-01,AUS,Mark Bosnich,0.0000394618,0.0000011655
2026-06-01,AUS,Paul Wade,0.0000378576,0.0000011181
2026-06-01,AUS,Robbie Hooker,0.0000318999,0.0000009422
2026-06-01,AUS,Mehmet Durakovic,0.0000255123,0.0000007535
2026-06-01,AUS,Joe Spiteri,0.0000227667,0.0000006724
2026-06-01,AUS,Frank Farina,0.0000103565,0.0000003059
2026-06-01,AUS,Charlie Yankos,0.0000084138,0.0000002485
2026-06-01,AUS,Ian Gray,0.0000082751,0.0000002444
2026-06-01,AUS,Aytec Genc,0.0000075997,0.0000002245
2026-06-01,AUS,Greg Brown,0.0000075997,0.0000002245
2026-06-01,AUS,Tom McCulloch,0.0000074411,0.0000002198
2026-06-01,AUS,John Kosmina,0.0000038761,0.0000001145
2026-06-01,AUS,Dave Mitchell,0.0000038271,0.0000001130
2026-06-01,AUS,Oscar Crino,0.0000028747,0.0000000849
2026-06-01,AUS,Žarko Odžakov,0.0000020262,0.0000000598
2026-06-01,AUS,Warren Spink,0.0000020002,0.0000000591
2026-06-01,AUS,Gary Cole,0.0000013908,0.0000000411
2026-06-01,AUS,Robbie Dunn,0.0000013457,0.0000000397
2026-06-01,AUS,Eddie Krncevic,0.0000007432,0.0000000220
2026-06-01,AUS,David Ratcliffe,0.0000006709,0.0000000198
2026-06-01,AUS,Peter Sharne,0.0000005240,0.0000000155
2026-06-01,AUS,Ian Hunter,0.0000004643,0.0000000137
2026-06-01,AUS,Paul Kay,0.0000003720,0.0000000110
2026-06-01,AUS,Danny Moulis,0.0000002789,0.0000000082
2026-06-01,AUS,Peter Ollerton,0.0000002240,0.0000000066
2026-06-01,AUS,Murray Barnes,0.0000001894,0.0000000056
2026-06-01,AUS,Vic Bozanic,0.0000001862,0.0000000055
2026-06-01,AUS,Gary Byrne,0.0000001458,0.0000000043
2026-06-01,AUS,Tony Henderson,0.0000001458,0.0000000043
2026-06-01,AUS,Alan Edward Davidson,0.0000001429,0.0000000042
2026-06-01,AUS,Ken Boden,0.0000001395,0.0000000041
2026-06-01,AUS,Attila Abonyi,0.0000001332,0.0000000039
2026-06-01,AUS,Jimmy Rooney,0.0000001067,0.0000000032
2026-06-01,AUS,Arno Bertogna,0.0000000929,0.0000000027
2026-06-01,AUS,Colin Bennett,0.0000000412,0.0000000012
2026-06-01,AUS,Adrian Alston,0.0000000339,0.0000000010
2026-06-01,AUS,Ray Baartz,0.0000000316,0.0000000009
2026-06-01,AUS,Jimmy Mackay,0.0000000267,0.0000000008
2026-06-01,AUS,Branko Buljevic,0.0000000184,0.0000000005
2026-06-01,AUS,Ray Richards,0.0000000164,0.0000000005
2026-06-01,AUS,Ernie Campbell,0.0000000162,0.0000000005
2026-06-01,AUS,Tom McColl,0.0000000100,0.0000000003
2026-06-01,AUS,Peter Wilson,0.0000000095,0.0000000003
2026-06-01,AUS,Doug Utjesenovic,0.0000000082,0.0000000002
2026-06-01,AUS,Johnny Watkiss,0.0000000051,0.0000000002
2026-06-01,AUS,Johnny Warren,0.0000000026,0.0000000001
2026-06-01,AUS,Willie Rutherford,0.0000000026,0.0000000001
2026-06-01,AUS,Les Scheinflug,0.0000000013,0.0000000000
2026-06-01,AUT,Marko Arnautović,10.9300188474,0.2418646439
2026-06-01,AUT,Michael Gregoritsch,7.1970564307,0.1592598801
2026-06-01,AUT,Marcel Sabitzer,6.5914376308,0.1458584599
2026-06-01,AUT,Christoph Baumgartner,4.5340725768,0.1003321096
2026-06-01,AUT,Konrad Laimer,3.2196269798,0.0712454337
2026-06-01,AUT,Stefan Posch,2.2597201909,0.0500041607
2026-06-01,AUT,Romano Schmid,1.8909094940,0.0418429426
2026-06-01,AUT,Philipp Lienhart,1.5391303437,0.0340586066
2026-06-01,AUT,Nikolaus Wurmbrand,0.7983659304,0.0176666202
2026-06-01,AUT,Louis Schaub,0.6945162028,0.0153685841
2026-06-01,AUT,Saša Kalajdžić,0.6670508216,0.0147608171
2026-06-01,AUT,Matthias Seidl,0.5632732526,0.0124643778
2026-06-01,AUT,Gernot Trauner,0.5064367090,0.0112066718
2026-06-01,AUT,Florian Kainz,0.3284128033,0.0072672744
2026-06-01,AUT,Xaver Schlager,0.3193499733,0.0070667278
2026-06-01,AUT,Adrian Grbić,0.2879674251,0.0063722798
2026-06-01,AUT,Stefan Lainer,0.2771678558,0.0061333018
2026-06-01,AUT,Marc Janko,0.2768902298,0.0061271584
2026-06-01,AUT,Valentino Lazaro,0.2564007339,0.0056737571
2026-06-01,AUT,Andreas Weimann,0.2487328699,0.0055040790
2026-06-01,AUT,David Alaba,0.2407751529,0.0053279868
2026-06-01,AUT,Christopher Trimmel,0.2039800550,0.0045137675
2026-06-01,AUT,Dejan Ljubičić,0.2039800550,0.0045137675
2026-06-01,AUT,Martin Hinteregger,0.1742099322,0.0038550001
2026-06-01,AUT,Alessandro Schöpf,0.1702608765,0.0037676135
2026-06-01,AUT,Aleksandar Dragović,0.1633195540,0.0036140126
2026-06-01,AUT,Martin Harnik,0.1472127249,0.0032575930
2026-06-01,AUT,Guido Burgstaller,0.1351796876,0.0029913203
2026-06-01,AUT,Karim Onisiwo,0.1345778289,0.0029780021
2026-06-01,AUT,Zlatko Junuzović,0.0673159004,0.0014895982
2026-06-01,AUT,Rubin Okotie,0.0346317990,0.0007663489
2026-06-01,AUT,Andreas Ivanschitz,0.0307207999,0.0006798044
2026-06-01,AUT,Philipp Hosiner,0.0197490705,0.0004370168
2026-06-01,AUT,Sebastian Prödl,0.0162254133,0.0003590436
2026-06-01,AUT,Franz Schiemer,0.0112695759,0.0002493785
2026-06-01,AUT,György Garics,0.0098745353,0.0002185084
2026-06-01,AUT,Erwin Hoffer,0.0089789041,0.0001986894
2026-06-01,AUT,Roland Linz,0.0054686105,0.0001210120
2026-06-01,AUT,René Aufhauser,0.0044035512,0.0000974439
2026-06-01,AUT,Roman Wallner,0.0032771760,0.0000725189
2026-06-01,AUT,Martin Stranzl,0.0031858093,0.0000704971
2026-06-01,AUT,Ivica Vastić,0.0029343069,0.0000649317
2026-06-01,AUT,Stefan Maierhofer,0.0028576129,0.0000632346
2026-06-01,AUT,Markus Schopp,0.0018215806,0.0000403088
2026-06-01,AUT,Andreas Herzog,0.0013882399,0.0000307196
2026-06-01,AUT,Roland Kollmann,0.0009943495,0.0000220034
2026-06-01,AUT,Christian Mayrleb,0.0007305249,0.0000161654
2026-06-01,AUT,Mario Haas,0.0006841390,0.0000151390
2026-06-01,AUT,Toni Polster,0.0005540743,0.0000122608
2026-06-01,AUT,Harald Cerny,0.0004478337,0.0000099099
2026-06-01,AUT,Michael Baur,0.0004240697,0.0000093840
2026-06-01,AUT,Emanuel Pogatetz,0.0003501008,0.0000077472
2026-06-01,AUT,Roland Kirchler,0.0003220972,0.0000071275
2026-06-01,AUT,Eduard Glieder,0.0003051953,0.0000067535
2026-06-01,AUT,Thomas Flögel,0.0002792763,0.0000061800
2026-06-01,AUT,Peter Stöger,0.0002596859,0.0000057465
2026-06-01,AUT,Muhammet Akagündüz,0.0002554323,0.0000056523
2026-06-01,AUT,Andi Herzog,0.0002017483,0.0000044644
2026-06-01,AUT,Hannes Reinmayr,0.0001347699,0.0000029823
2026-06-01,AUT,Heimo Pfeifenberger,0.0000882765,0.0000019534
2026-06-01,AUT,Martin Amerhauser,0.0000761489,0.0000016851
2026-06-01,AUT,Martin Hiden,0.0000631097,0.0000013965
2026-06-01,AUT,Andreas Heraf,0.0000393485,0.0000008707
2026-06-01,AUT,Dietmar Kühbauer,0.0000384035,0.0000008498
2026-06-01,AUT,Adi Hütter,0.0000374843,0.0000008295
2026-06-01,AUT,Andreas Ogris,0.0000357018,0.0000007900
2026-06-01,AUT,Arnold Wetl,0.0000275050,0.0000006086
2026-06-01,AUT,Christian Stumpf,0.0000227667,0.0000005038
2026-06-01,AUT,Dieter Ramusch,0.0000208655,0.0000004617
2026-06-01,AUT,Herfried Sabitzer,0.0000187421,0.0000004147
2026-06-01,AUT,Marcus Pürk,0.0000187421,0.0000004147
2026-06-01,AUT,Anton Polster,0.0000170414,0.0000003771
2026-06-01,AUT,Franz Aigner,0.0000150205,0.0000003324
2026-06-01,AUT,Michael Zisser,0.0000094645,0.0000002094
2026-06-01,AUT,Leo Lainer,0.0000054551,0.0000001207
2026-06-01,AUT,Ernst Ogris,0.0000048023,0.0000001063
2026-06-01,AUT,Michael Streiter,0.0000047383,0.0000001049
2026-06-01,AUT,Walter Schachner,0.0000040024,0.0000000886
2026-06-01,AUT,Gerhard Rodax,0.0000034307,0.0000000759
2026-06-01,AUT,Manfred Zsak,0.0000025735,0.0000000569
2026-06-01,AUT,Manfred Linzmaier,0.0000020600,0.0000000456
2026-06-01,AUT,Hans Krankl,0.0000013439,0.0000000297
2026-06-01,AUT,Herbert Prohaska,0.0000010755,0.0000000238
2026-06-01,AUT,Bruno Pezzey,0.0000006830,0.0000000151
2026-06-01,AUT,Kurt Welzl,0.0000006270,0.0000000139
2026-06-01,AUT,Gerald Willfurth,0.0000005722,0.0000000127
2026-06-01,AUT,Peter Hrstic,0.0000005722,0.0000000127
2026-06-01,AUT,Felix Gasselich,0.0000005524,0.0000000122
2026-06-01,AUT,Martin Gisinger,0.0000004014,0.0000000089
2026-06-01,AUT,Kurt Jara,0.0000003953,0.0000000087
2026-06-01,AUT,Ernst Baumeister,0.0000003417,0.0000000076
2026-06-01,AUT,Heribert Weber,0.0000002285,0.0000000051
2026-06-01,AUT,Karl Brauneder,0.0000002285,0.0000000051
2026-06-01,AUT,Max Hagmayr,0.0000002285,0.0000000051
2026-06-01,AUT,Reinhold Hintermaier,0.0000002110,0.0000000047
2026-06-01,AUT,Wilhelm Kreuz,0.0000001899,0.0000000042
2026-06-01,AUT,Gernot Jurtin,0.0000001468,0.0000000032
2026-06-01,AUT,Johann Krankl,0.0000000901,0.0000000020
2026-06-01,AUT,Josef Stering,0.0000000739,0.0000000016
2026-06-01,AUT,Erich Obermayer,0.0000000512,0.0000000011
2026-06-01,AUT,Roland Hattenberger,0.0000000509,0.0000000011
2026-06-01,AUT,Hans Pirkner,0.0000000395,0.0000000009
2026-06-01,AUT,Thomas Parits,0.0000000246,0.0000000005
2026-06-01,AUT,Helmut Köglberger,0.0000000238,0.0000000005
2026-06-01,AUT,August Starek,0.0000000234,0.0000000005
2026-06-01,AUT,Josef Hickersberger,0.0000000180,0.0000000004
2026-06-01,AUT,Erich Hof,0.0000000094,0.0000000002
2026-06-01,AUT,Helmut Redl,0.0000000086,0.0000000002
2026-06-01,AUT,Franz Hasil,0.0000000071,0.0000000002
2026-06-01,AUT,Peter Pumm,0.0000000062,0.0000000001
2026-06-01,AUT,Norbert Hof,0.0000000060,0.0000000001
2026-06-01,AUT,Robert Sara,0.0000000051,0.0000000001
2026-06-01,AUT,Johann Schmidradner,0.0000000044,0.0000000001
2026-06-01,AUT,Karl Kodat,0.0000000044,0.0000000001
2026-06-01,AUT,Helmut Siber,0.0000000038,0.0000000001
2026-06-01,AUT,Leopold Grausam,0.0000000036,0.0000000001
2026-06-01,AUT,Rudi Flögel,0.0000000015,0.0000000000
2026-06-01,AUT,Franz Wolny,0.0000000011,0.0000000000
2026-06-01,AUT,Walter Koleznik,0.0000000003,0.0000000000
2026-06-01,AUT,Horst Nemec,0.0000000002,0.0000000000
2026-06-01,AUT,Erich Probst,0.0000000002,0.0000000000
2026-06-01,AUT,Theodor Wagner,0.0000000001,0.0000000000
2026-06-01,AUT,Gerhard Hanappi,0.0000000001,0.0000000000
2026-06-01,AUT,Karl Koller,0.0000000001,0.0000000000
2026-06-01,AUT,Rudolf Pichler,0.0000000001,0.0000000000
2026-06-01,AUT,Walter Horak,0.0000000001,0.0000000000
2026-06-01,AUT,Karl Skerlan,0.0000000001,0.0000000000
2026-06-01,AUT,Alfred Körner,0.0000000001,0.0000000000
2026-06-01,AUT,Hans Buzek,0.0000000001,0.0000000000
2026-06-01,AUT,Robert Dienst,0.0000000000,0.0000000000
2026-06-01,AUT,Helmut Senekowitsch,0.0000000000,0.0000000000
2026-06-01,AUT,Ernst Stojaspal,0.0000000000,0.0000000000
2026-06-01,AUT,Ernst Ocwirk,0.0000000000,0.0000000000
2026-06-01,AUT,Karl Stotz,0.0000000000,0.0000000000
2026-06-01,AUT,Ernst Kozlicek,0.0000000000,0.0000000000
2026-06-01,AUT,Otto Walzhofer,0.0000000000,0.0000000000
2026-06-01,AUT,Walter Haummer,0.0000000000,0.0000000000
2026-06-01,AUT,Ernst Happel,0.0000000000,0.0000000000
2026-06-01,AUT,Johann Horvath,0.0000000000,0.0000000000
2026-06-01,AUT,Camillo Jerusalem,0.0000000000,0.0000000000
2026-06-01,AUT,Franz Binder,0.0000000000,0.0000000000
2026-06-01,AUT,Karl Zischek,0.0000000000,0.0000000000
2026-06-01,AUT,Matthias Sindelar,0.0000000000,0.0000000000
2026-06-01,AUT,Karl Sesta,0.0000000000,0.0000000000
2026-06-01,AUT,Anton Schall,0.0000000000,0.0000000000
2026-06-01,AUT,Josef Bican,0.0000000000,0.0000000000
2026-06-01,AUT,Rudolf Viertl,0.0000000000,0.0000000000
2026-06-01,BEL,Romelu Lukaku,12.1814898321,0.2105543788
2026-06-01,BEL,Kevin De Bruyne,8.0519038546,0.1391753913
2026-06-01,BEL,Jérémy Doku,4.2162562020,0.0728770633
2026-06-01,BEL,Youri Tielemans,4.0217602832,0.0695152440
2026-06-01,BEL,Leandro Trossard,2.9867753955,0.0516257573
2026-06-01,BEL,Maxim De Cuyper,2.7026770908,0.0467151805
2026-06-01,BEL,Charles De Ketelaere,2.2423317713,0.0387582126
2026-06-01,BEL,Hans Vanaken,2.1740235713,0.0375775204
2026-06-01,BEL,Michy Batshuayi,2.1686437838,0.0374845319
2026-06-01,BEL,Thomas Meunier,2.1369535318,0.0369367729
2026-06-01,BEL,Eden Hazard,1.3090177906,0.0226260853
2026-06-01,BEL,Yannick Carrasco,1.0347001790,0.0178845656
2026-06-01,BEL,Alexis Saelemaekers,1.0201249835,0.0176326365
2026-06-01,BEL,Thorgan Hazard,1.0140603985,0.0175278115
2026-06-01,BEL,Dries Mertens,0.9245486697,0.0159806209
2026-06-01,BEL,Brandon Mechele,0.8295612634,0.0143387844
2026-06-01,BEL,Loïs Openda,0.8136930480,0.0140645058
2026-06-01,BEL,Christian Benteke,0.8080079528,0.0139662402
2026-06-01,BEL,Dodi Lukebakio,0.7955773675,0.0137513802
2026-06-01,BEL,Nicolas Raskin,0.7742564295,0.0133828525
2026-06-01,BEL,Arthur Theate,0.7720338372,0.0133444355
2026-06-01,BEL,Malick Fofana,0.7720338372,0.0133444355
2026-06-01,BEL,Axel Witsel,0.6945393323,0.0120049600
2026-06-01,BEL,Jan Vertonghen,0.5726246621,0.0098976916
2026-06-01,BEL,Johan Bakayoko,0.3562819546,0.0061582554
2026-06-01,BEL,Dennis Praet,0.3547451854,0.0061316927
2026-06-01,BEL,Nacer Chadli,0.3202596080,0.0055356170
2026-06-01,BEL,Toby Alderweireld,0.2578596597,0.0044570476
2026-06-01,BEL,Leander Dendoncker,0.2482566310,0.0042910614
2026-06-01,BEL,Thomas Foket,0.1900166850,0.0032843967
2026-06-01,BEL,Marouane Fellaini,0.1853428201,0.0032036100
2026-06-01,BEL,Timothy Castagne,0.1846654504,0.0031919018
2026-06-01,BEL,Jason Denayer,0.1343201580,0.0023216945
2026-06-01,BEL,Radja Nainggolan,0.1030892366,0.0017818748
2026-06-01,BEL,Yari Verschaeren,0.0978118931,0.0016906571
2026-06-01,BEL,Thomas Vermaelen,0.0949490559,0.0016411736
2026-06-01,BEL,Adnan Januzaj,0.0624039122,0.0010786379
2026-06-01,BEL,Divock Origi,0.0323016232,0.0005583265
2026-06-01,BEL,Laurent Depoitre,0.0241201159,0.0004169109
2026-06-01,BEL,Marvin Ogunjimi,0.0237565425,0.0004106266
2026-06-01,BEL,Kevin Mirallas,0.0228894948,0.0003956399
2026-06-01,BEL,Vincent Kompany,0.0226098701,0.0003908066
2026-06-01,BEL,Timmy Simons,0.0189462775,0.0003274822
2026-06-01,BEL,Wesley Sonck,0.0165796667,0.0002865759
2026-06-01,BEL,Steven Defour,0.0136154407,0.0002353399
2026-06-01,BEL,Daniel Van Buyten,0.0134526769,0.0002325266
2026-06-01,BEL,Jelle Vossen,0.0091346811,0.0001578910
2026-06-01,BEL,Guillaume Gillet,0.0082151144,0.0001419964
2026-06-01,BEL,Mousa Dembélé,0.0077594610,0.0001341206
2026-06-01,BEL,Émile Mpenza,0.0076106570,0.0001315485
2026-06-01,BEL,Nicolas Lombaerts,0.0042004944,0.0000726046
2026-06-01,BEL,Karel Geraerts,0.0036346436,0.0000628240
2026-06-01,BEL,Gill Swerts,0.0024584762,0.0000424942
2026-06-01,BEL,Koen Daerden,0.0020148381,0.0000348260
2026-06-01,BEL,Marc Wilmots,0.0019591985,0.0000338643
2026-06-01,BEL,Kevin Vandenbergh,0.0017408675,0.0000300905
2026-06-01,BEL,Thomas Buffel,0.0016708494,0.0000288803
2026-06-01,BEL,Luigi Pieroni,0.0015269810,0.0000263935
2026-06-01,BEL,Mbo Mpenza,0.0014120609,0.0000244072
2026-06-01,BEL,Bart Goor,0.0012206239,0.0000210982
2026-06-01,BEL,Bob Peeters,0.0005612544,0.0000097012
2026-06-01,BEL,Gert Verheyen,0.0005179425,0.0000089525
2026-06-01,BEL,Philippe Clement,0.0003208650,0.0000055461
2026-06-01,BEL,Yves Vanderhaeghe,0.0002899708,0.0000050121
2026-06-01,BEL,Luc Nilis,0.0002540095,0.0000043905
2026-06-01,BEL,Luís Oliveira,0.0002289545,0.0000039574
2026-06-01,BEL,Johan Walem,0.0002276861,0.0000039355
2026-06-01,BEL,Peter Van Der Heyden,0.0002255147,0.0000038980
2026-06-01,BEL,Lorenzo Staelens,0.0002106259,0.0000036406
2026-06-01,BEL,Nico Van Kerckhoven,0.0001737716,0.0000030036
2026-06-01,BEL,Walter Baseggio,0.0001449854,0.0000025060
2026-06-01,BEL,Marc Degryse,0.0001391696,0.0000024055
2026-06-01,BEL,Jurgen Cavens,0.0001262982,0.0000021830
2026-06-01,BEL,Enzo Scifo,0.0000935993,0.0000016178
2026-06-01,BEL,Georges Grün,0.0000559970,0.0000009679
2026-06-01,BEL,Gert Claessens,0.0000443556,0.0000007667
2026-06-01,BEL,Philippe Albert,0.0000435763,0.0000007532
2026-06-01,BEL,Gilles De Bilde,0.0000415088,0.0000007175
2026-06-01,BEL,Eric Van Meir,0.0000393108,0.0000006795
2026-06-01,BEL,Gunther Schepens,0.0000382540,0.0000006612
2026-06-01,BEL,Bertrand Crasson,0.0000367604,0.0000006354
2026-06-01,BEL,Bruno Versavel,0.0000260943,0.0000004510
2026-06-01,BEL,Marc Van Der Linden,0.0000168710,0.0000002916
2026-06-01,BEL,Jan Ceulemans,0.0000166091,0.0000002871
2026-06-01,BEL,Nico Claesen,0.0000100981,0.0000001745
2026-06-01,BEL,Erwin Vandenbergh,0.0000082526,0.0000001426
2026-06-01,BEL,Alexandre Czerniatynski,0.0000077952,0.0000001347
2026-06-01,BEL,Rudi Smidts,0.0000077319,0.0000001336
2026-06-01,BEL,Patrick Vervoort,0.0000077299,0.0000001336
2026-06-01,BEL,Franky Vercauteren,0.0000054943,0.0000000950
2026-06-01,BEL,Lei Clijsters,0.0000034241,0.0000000592
2026-06-01,BEL,Michel De Wolf,0.0000034077,0.0000000589
2026-06-01,BEL,Peter Crève,0.0000013791,0.0000000238
2026-06-01,BEL,François Van der Elst,0.0000012306,0.0000000213
2026-06-01,BEL,Eric Gerets,0.0000010496,0.0000000181
2026-06-01,BEL,Pier Janssen,0.0000009796,0.0000000169
2026-06-01,BEL,Stéphane Demol,0.0000008428,0.0000000146
2026-06-01,BEL,Daniel Veyt,0.0000008395,0.0000000145
2026-06-01,BEL,Ludo Coeck,0.0000007215,0.0000000125
2026-06-01,BEL,Eddy Voordeckers,0.0000005562,0.0000000096
2026-06-01,BEL,René Vandereycken,0.0000001714,0.0000000030
2026-06-01,BEL,Julien Cools,0.0000001595,0.0000000028
2026-06-01,BEL,Raoul Lambert,0.0000001427,0.0000000025
2026-06-01,BEL,Gerard Plessers,0.0000001309,0.0000000023
2026-06-01,BEL,Albert Cluytens,0.0000001161,0.0000000020
2026-06-01,BEL,Wilfried Van Moer,0.0000001078,0.0000000019
2026-06-01,BEL,Jean Janssens,0.0000000792,0.0000000014
2026-06-01,BEL,Roger Van Gool,0.0000000542,0.0000000009
2026-06-01,BEL,Maurice Martens,0.0000000532,0.0000000009
2026-06-01,BEL,Gilbert Van Binst,0.0000000390,0.0000000007
2026-06-01,BEL,Paul Courant,0.0000000390,0.0000000007
2026-06-01,BEL,Paul Van Himst,0.0000000333,0.0000000006
2026-06-01,BEL,Johan Devrindt,0.0000000292,0.0000000005
2026-06-01,BEL,Odilon Polleunis,0.0000000270,0.0000000005
2026-06-01,BEL,Wilfried Puis,0.0000000250,0.0000000004
2026-06-01,BEL,Léon Dolmans,0.0000000172,0.0000000003
2026-06-01,BEL,Jacques Teugels,0.0000000137,0.0000000002
2026-06-01,BEL,Frans Janssens,0.0000000061,0.0000000001
2026-06-01,BEL,Jean Dockx,0.0000000061,0.0000000001
2026-06-01,BEL,Johnny Thio,0.0000000044,0.0000000001
2026-06-01,BEL,André De Nul,0.0000000039,0.0000000001
2026-06-01,BEL,Jacques Stockman,0.0000000038,0.0000000001
2026-06-01,BEL,Roger Claessen,0.0000000026,0.0000000000
2026-06-01,BEL,Léon Semmeling,0.0000000017,0.0000000000
2026-06-01,BEL,Armand Jurion,0.0000000007,0.0000000000
2026-06-01,BEL,Paul Vandenberg,0.0000000001,0.0000000000
2026-06-01,BEL,Henri Coppens,0.0000000001,0.0000000000
2026-06-01,BEL,Marcel Paeschen,0.0000000001,0.0000000000
2026-06-01,BEL,Maurice Willems,0.0000000001,0.0000000000
2026-06-01,BEL,Victor Mees,0.0000000001,0.0000000000
2026-06-01,BEL,Richard Orlans,0.0000000001,0.0000000000
2026-06-01,BEL,Léopold Anoul,0.0000000001,0.0000000000
2026-06-01,BEL,André van Herpe,0.0000000000,0.0000000000
2026-06-01,BEL,André Piters,0.0000000000,0.0000000000
2026-06-01,BEL,Denis Houf,0.0000000000,0.0000000000
2026-06-01,BEL,Mathieu Bollen,0.0000000000,0.0000000000
2026-06-01,BEL,Jean-Louis Straetmans,0.0000000000,0.0000000000
2026-06-01,BEL,Victor Lemberechts,0.0000000000,0.0000000000
2026-06-01,BEL,Hendrik Isemborghs,0.0000000000,0.0000000000
2026-06-01,BEL,Bernard Voorhoof,0.0000000000,0.0000000000
2026-06-01,BEL,Raymond Braine,0.0000000000,0.0000000000
2026-06-01,BEL,François de Vries,0.0000000000,0.0000000000
2026-06-01,BEL,François Vanden Eynde,0.0000000000,0.0000000000
2026-06-01,BEL,Laurent Grimmonprez,0.0000000000,0.0000000000
2026-06-01,BEL,Jean Capelle,0.0000000000,0.0000000000
2026-06-01,BEL,Stan Vanden Eynde,0.0000000000,0.0000000000
2026-06-01,BEL,Jacques Moeschal,0.0000000000,0.0000000000
2026-06-01,BEL,Pierre Braine,0.0000000000,0.0000000000
2026-06-01,BEL,Florimond Vanhalme,0.0000000000,0.0000000000
2026-06-01,BEL,Louis Versijp,0.0000000000,0.0000000000
2026-06-01,BEL,Henri Larnoe,0.0000000000,0.0000000000
2026-06-01,BIH,Edin Džeko,8.3924811493,0.3080728748
2026-06-01,BIH,Haris Tabaković,2.5990602308,0.0954068222
2026-06-01,BIH,Ermedin Demirović,2.0658440551,0.0758334163
2026-06-01,BIH,Smail Prevljak,1.0328517241,0.0379141275
2026-06-01,BIH,Miralem Pjanić,0.9682690754,0.0355434147
2026-06-01,BIH,Rade Krunić,0.8736241209,0.0320691688
2026-06-01,BIH,Esmir Bajraktarević,0.8271799123,0.0303642855
2026-06-01,BIH,Nikola Katić,0.7983659304,0.0293065761
